model,metric,seed,value,z_score,outlier
FE-HITL,DI,42,0.9642195573754508,1.7724261599253106,False
FE-HITL,DI,43,0.8725705984198691,0.05764105872155784,False
FE-HITL,DI,44,0.8493300474247727,-0.37719803868130597,False
FE-HITL,DI,45,0.8663723916532905,-0.05832962701924163,False
FE-HITL,DI,46,0.9075488716661892,0.7120971759775483,False
FE-HITL,DI,47,0.8101882902114383,-1.109554443699395,False
FE-HITL,DI,48,0.823084965923574,-0.8682529862879169,False
FE-HITL,DI,49,0.8783817778489262,0.16637032328634727,False
FE-HITL,DI,50,0.8268474248017914,-0.7978560226804436,False
FE-HITL,DI,51,0.9608374227264036,1.7091451999172211,False
FE-HITL,DI,52,0.9564585959335782,1.6272157701598358,False
FE-HITL,DI,53,0.8459119496855345,-0.44115188108713815,False
FE-HITL,DI,54,0.8431372549019608,-0.49306742196705144,False
FE-HITL,DI,55,0.9023297491039426,0.6144455090837165,False
FE-HITL,DI,56,0.8894276455252065,0.3730424943290482,False
FE-HITL,DI,57,0.8586445387078323,-0.20292054486684877,False
FE-HITL,DI,58,0.931566021495187,1.1614667178629474,False
FE-HITL,DI,59,0.8432115551791007,-0.4916772369643321,False
FE-HITL,DI,60,0.8813626460685284,0.22214344356917495,False
FE-HITL,DI,61,0.9762075134168158,1.99672514430964,False
FE-HITL,DI,62,0.7895243672327413,-1.4961839009250346,False
FE-HITL,DI,63,0.8916788698423637,0.41516371384447864,False
FE-HITL,DI,64,0.8142159522517635,-1.0341954332082803,False
FE-HITL,DI,65,0.840094304318539,-0.5500021256845242,False
FE-HITL,DI,66,0.8352613928822108,-0.6404276430160353,False
FE-HITL,DI,67,0.823689533844595,-0.8569413022770287,False
FE-HITL,DI,68,0.9218455743879472,0.9795936440551775,False
FE-HITL,DI,69,0.8966290438262053,0.5077832557639033,False
FE-HITL,DI,70,0.7972513615263715,-1.3516090487630448,False
FE-HITL,DI,71,0.7868676545733265,-1.545891953678278,False
FE-HITL,EOD,42,0.0022948938611589,-1.4093647534046363,False
FE-HITL,EOD,43,0.0111111111111111,-1.079636557275342,False
FE-HITL,EOD,44,0.0707595982434018,1.1512281669439108,False
FE-HITL,EOD,45,0.0237264363593862,-0.6078210019451188,False
FE-HITL,EOD,46,0.0720611659764255,1.199907046851541,False
FE-HITL,EOD,47,0.0613674389586818,0.7999596295531698,False
FE-HITL,EOD,48,0.079647663488199,1.4836434916981125,False
FE-HITL,EOD,49,0.0670483048100056,1.0124250891151672,False
FE-HITL,EOD,50,0.0511464274687596,0.41769186259142577,False
FE-HITL,EOD,51,0.0040167780463529,-1.3449659585211895,False
FE-HITL,EOD,52,0.0012018558890938,-1.4502445807287418,False
FE-HITL,EOD,53,0.0281407878302045,-0.4427234202627361,False
FE-HITL,EOD,54,0.0416467999266458,0.0624039920051686,False
FE-HITL,EOD,55,0.010374680172444,-1.1071792139608747,False
FE-HITL,EOD,56,0.0160034305317324,-0.8966628836787072,False
FE-HITL,EOD,57,0.0227169615658824,-0.645575550552891,False
FE-HITL,EOD,58,0.0078818409238888,-1.2004118743369412,False
FE-HITL,EOD,59,0.0681437251204692,1.0533940163469135,False
FE-HITL,EOD,60,0.0137889688249399,-0.9794841712305818,False
FE-HITL,EOD,61,0.0515126384353564,0.4313882221519145,False
FE-HITL,EOD,62,0.0671877890841813,1.0176418274064802,False
FE-HITL,EOD,63,0.0473985641687504,0.27752106482008926,False
FE-HITL,EOD,64,0.0322598174177655,-0.2886709329879876,False
FE-HITL,EOD,65,0.0400243785642767,0.0017251255470518295,False
FE-HITL,EOD,66,0.0380821917808219,-0.0709130282663855,False
FE-HITL,EOD,67,0.0397051257315582,-0.01021499090618218,False
FE-HITL,EOD,68,0.0129449838187702,-1.0110493704259642,False
FE-HITL,EOD,69,0.0512604613186364,0.4219567501902154,False
FE-HITL,EOD,70,0.0654969831692601,0.9544053657216538,False
FE-HITL,EOD,71,0.1003957707970862,2.259626637541472,True
FE-HITL,AOD,42,0.0150388940970312,-0.9606813961727176,False
FE-HITL,AOD,43,0.0305402187595145,-0.06943162700016901,False
FE-HITL,AOD,44,0.0523517818803216,1.184625753254558,False
FE-HITL,AOD,45,0.0346697964256018,0.16799873600538884,False
FE-HITL,AOD,46,0.0416573636149933,0.5697494108812728,False
FE-HITL,AOD,47,0.0623206800797161,1.7577882675923262,False
FE-HITL,AOD,48,0.0437455145327778,0.6898077971156489,False
FE-HITL,AOD,49,0.0228750651839075,-0.5101401795708925,False
FE-HITL,AOD,50,0.0405442513940164,0.5057509441947567,False
FE-HITL,AOD,51,0.0059264567710314,-1.484601631393156,False
FE-HITL,AOD,52,0.0033787057223246,-1.6310847599972953,False
FE-HITL,AOD,53,0.0486202318068638,0.9700800151297305,False
FE-HITL,AOD,54,0.0190015118247065,-0.7328504067568823,False
FE-HITL,AOD,55,0.0142326426097854,-1.0070368830455232,False
FE-HITL,AOD,56,0.0066000759216039,-1.445871850195104,False
FE-HITL,AOD,57,0.049993245033469,1.0490215087070094,False
FE-HITL,AOD,58,0.0108550398214786,-1.2012323967180139,False
