model,metric,seed,value,z_score,outlier
FE-HITL,DI,42,0.8143252238316223,-0.46273210281738864,False
FE-HITL,DI,43,0.8348916192979401,0.024250264437531227,False
FE-HITL,DI,44,0.8326161587659894,-0.02962933533284574,False
FE-HITL,DI,45,0.8424352750809061,0.20287307449491176,False
FE-HITL,DI,46,0.7901111977680043,-1.0360850635996912,False
FE-HITL,DI,47,0.8636211627182282,0.7045241164053223,False
FE-HITL,DI,48,0.8261980999561993,-0.1815996442521486,False
FE-HITL,DI,49,0.9063040297911956,1.7151924020785363,False
FE-HITL,DI,50,0.7980120030007501,-0.8490054734126854,False
FE-HITL,DI,51,0.8583344759815348,0.5793430546005679,False
FE-HITL,DI,52,0.7927761883802817,-0.9729819574086013,False
FE-HITL,DI,53,0.8914198710293767,1.3627571452393181,False
FE-HITL,DI,54,0.8069578577699736,-0.6371806283750655,False
FE-HITL,DI,55,0.8167105466935108,-0.40625112267421476,False
FE-HITL,DI,56,0.8910141180747714,1.3531495047231186,False
FE-HITL,DI,57,0.8957872308356342,1.4661698808637216,False
FE-HITL,DI,58,0.7978883861236802,-0.8519325414799499,False
FE-HITL,DI,59,0.831844833611618,-0.0478931944623765,False
FE-HITL,DI,60,0.7919862340216322,-0.991686929032265,False
FE-HITL,DI,61,0.8834183452926428,1.1732926398374162,False
FE-HITL,DI,62,0.8278178713432799,-0.14324581089403154,False
FE-HITL,DI,63,0.7766772642047771,-1.3541810945196393,False
FE-HITL,DI,64,0.7252306022788931,-2.572363310895942,True
FE-HITL,DI,65,0.8203997858290202,-0.31889529940794675,False
FE-HITL,DI,66,0.843705687726485,0.2329546003776471,False
FE-HITL,DI,67,0.9070422434144908,1.7326722282542448,False
FE-HITL,DI,68,0.8295224977043159,-0.10288273502388441,False
FE-HITL,DI,69,0.86623417536045,0.76639645977537,False
FE-HITL,DI,70,0.8454454867195823,0.27415051307872357,False
FE-HITL,DI,71,0.8072957580518461,-0.6291796405776741,False
