arable_land,labor_force,farming_years,yield_3y_avg,irrigation_resources,fertilizer_subsidy,region,historical_allocation,target_allocation
1.752198548225862,2,33,14.209892721626284,20.453489217495523,468.718401441644,B,9.845975053333362,8.30717954041718
3.517074554980608,2,21,13.529242782090767,9.815579727403456,464.307450441342,A,4.508674031316061,6.54296093845206
6.8200919442506525,5,19,10.617858376063161,34.563089298061826,156.11811358494106,B,8.096932757937504,9.919095986076197
5.693625420783665,1,37,2.9217969593723234,48.507810004631416,402.4147009735206,C,11.977744743102038,12.672027493077417
5.802626246959187,3,12,7.581053375786818,11.64112457839418,279.00339752538264,C,5.883768957098406,6.314296639686505
7.916643389630472,1,22,5.450024574522663,5.127453988407115,223.655578107476,B,6.648564224048674,6.005712546525889
3.3729853571460957,2,9,5.142874122765436,51.55526361388099,269.9052814644812,C,10.54560395597514,8.70599873949692
1.3672234294682688,2,17,14.038514268072484,8.358031686521839,131.07869840096924,C,4.828175287788279,7.261600450459669
1.2751878400459644,5,4,9.081174137280476,16.9534141315135,375.28818808771723,A,7.421443522056565,6.37613291858906
7.017865962463125,4,13,5.55381940229679,39.02759073685339,247.323883568068,B,9.484284265108668,11.105479284962588
3.498850571058627,1,30,8.217243350215487,33.815951803116086,131.0555896856193,A,3.7469723423469037,9.806529545135742
4.48367946398324,5,33,13.055266963745451,23.600468531669705,286.7036966299906,A,7.9710542833518305,10.55364457449917
5.882749959601898,1,28,8.588239122076029,21.770108468779505,6.713674433691419,A,5.583921393525272,10.16338491839423
1.1241011600664748,2,11,14.28073450220809,48.290924080448214,440.5223167548335,C,9.14168968852144,11.452997261537158
5.761615701812548,2,34,9.223747816221554,69.50917192638916,368.09060829588157,B,14.455320455308687,13.705699915744518
5.23285930630482,3,7,11.663635893543526,66.92196058153472,375.02431447397737,C,12.365519069488366,13.555523648283096
9.88999944265307,4,18,7.845054649574888,98.56218595917726,469.3067937938909,A,8.54271467981438,17.35866684189345
3.555793478250097,3,32,3.7374849467481925,98.3278451855307,356.7470862329629,A,10.152577044350819,14.609227531420203
4.657229678526223,5,11,3.036545576236075,40.05976350364131,313.4840806306199,C,10.522642132709588,5.766899030336218
0.9966514810532163,4,23,14.74344175133312,50.96707524007738,458.073224723666,B,13.83022200569463,10.422301601072963
9.428405174328013,2,27,7.301833276263501,79.8847163962378,48.29729082043405,B,15.053271285218536,13.757970652982394
9.671762028705903,3,21,9.515091027751964,70.92138633046741,412.7702878198154,B,11.422144632564514,16.737676746526805
3.2936408906793893,3,31,12.624909319328815,59.5296058778217,264.18463302248097,C,12.698508472822992,12.755658732459178
3.504777312893432,1,20,4.877073135439039,21.60121334677283,49.767131170401605,B,6.001118286803877,8.056690069880183
6.419809610604341,5,7,6.082652914824322,96.13246201843492,498.92156394178994,C,14.59176160684798,13.92119315654568
9.546508138067036,4,14,8.513408967175572,84.61031400809817,27.6610992108014,B,14.888591929992106,14.232256870363885
3.450709228255631,4,30,3.45195237779655,22.56090314510302,444.06062425651896,A,3.7689247700618465,8.641975088322779
9.13531847319121,4,15,11.509099099686296,61.31653579396116,61.53276077637271,A,9.304468189728059,14.17293897197335
9.026333933529363,1,23,14.998695895929785,46.611800025385264,244.6931446409547,B,11.356040959664835,13.398803574197524
2.4170520083983407,5,1,3.0665921976187507,69.20873812896026,461.47697293395106,B,9.435145815534156,10.125979414063341
2.6241604659348,3,28,7.751618993712564,43.995002146217274,221.10142064117906,C,9.324573678586207,9.498654581323096
5.0936836438392845,3,15,4.158443893650041,86.66112572855702,482.1528632988848,C,12.238299557931182,13.481766356300511
5.480419845108498,2,15,8.839972875535908,78.88850035542413,342.14600464279766,B,13.485270797362151,11.80691552951438
4.101393462383394,3,36,7.768680779580623,93.23393598051531,420.82192189458215,A,15.630930952641615,16.70577489328407
6.123186841981165,4,17,4.32600293528681,55.7154626768712,171.7318895948212,A,10.167078761615432,10.104819268494719
2.4961188714320377,1,8,5.78857424223995,77.13991697960549,133.32921879938831,C,10.296216421908051,11.182432766769978
5.005035058245906,2,33,8.03023238040103,12.955096104324026,71.4197752220604,A,5.806534244856043,9.744506738175408
6.207525418726382,4,26,3.377877129849463,71.07249600063179,81.18562017659575,B,15.436998083539095,12.544435942886407
6.733387872550701,1,9,2.1237597253903537,33.87518481902044,323.17071969343107,B,5.870225930919565,7.106588799469172
7.835444262350462,4,9,9.313177510570682,26.40718138164454,300.1124185033101,B,6.386873870512808,7.613880703856455
7.377744026927891,5,27,11.891188784809492,73.58956966319937,308.8463673262555,C,13.652945913775952,17.704698505031516
7.704655330104219,4,33,8.548217167231737,20.753529485240975,109.01222735995997,B,7.427438574940074,11.49716958271838
2.260068376141575,5,35,6.239143737141145,9.747320904015112,171.54580829540794,B,11.661469037133479,7.298683204965785
4.274229260323489,2,21,6.0990992491055644,60.490615464433475,47.39270700174269,B,10.434045236735507,10.270758710434842
2.0649435127700864,1,34,3.759362509046435,28.100254683942104,245.36289564373627,C,9.09254466700742,8.523396456753977
1.6676562341513272,3,10,14.712006394685439,82.08607625402527,210.88630335620522,B,11.751512802526932,12.60917344085735
0.7959163815372151,1,17,3.4722839056661763,26.23874484634634,254.5659333964558,A,5.189790952914882,4.83460846670873
3.559752073040194,5,26,12.210927591942298,22.774939441972187,207.20827658174346,A,4.861747357098832,11.471008424124172
9.157722305746992,2,12,2.441883661704956,38.95390473181555,128.33337233682835,B,9.403283076498123,8.256924514693424
5.987501666272014,5,21,13.727805241021807,70.47827936796747,302.4286660846241,C,14.481055444634926,13.305175903384152
3.311354279647853,5,31,8.439651948622169,15.227400774767885,327.4702025755596,A,5.010584497048215,9.73240812247855
1.3725782036774095,3,18,7.10831204478632,58.85928151136209,364.94384221904943,C,8.932661898005083,10.052053999520115
7.112195871511026,1,23,10.786530487832367,55.36042722481503,420.8644004142058,C,12.8821245197041,13.271099847604875
7.7132788157254994,4,2,6.845133588807707,77.132320393239,469.8962047896012,B,11.645047062458396,12.669718065398625
2.5067023989928447,3,22,8.723305958700713,60.15865143513665,240.30470080839766,A,5.932700107678365,11.809542062195236
3.50348299727913,3,12,2.551920664429728,24.206666068452343,491.7604631485395,C,6.8186625075156355,7.425053071093893
5.87594174846671,2,8,9.471539763605087,3.037838597005127,449.4068876000292,B,6.068434556460686,5.07449630811125
7.4491204171796,1,22,11.748120140176114,13.298318442481992,365.0763448194389,B,5.832497454798979,7.247705126468491
5.709808899048161,2,26,12.940387341587392,13.144386805974007,462.2465106174821,B,6.375710550702809,10.784484986416674
6.263803918715037,2,5,13.407962501563565,16.21979837538151,170.62771822510936,A,5.557673267665154,7.430232110707619
7.7406585782256245,2,16,11.426644478226256,52.785541978645426,286.9442204408708,B,11.21010101721178,13.528015305294634
1.4314231120539285,5,23,2.320875533123383,2.381553145514903,387.2347467754421,A,4.397669843966817,4.7485186190029705
1.4822518979853943,1,20,3.0033564738695846,16.889262189216893,133.91600376798834,A,4.1129734499866215,4.683190514511958
3.7879474021089625,4,26,11.349416098633467,73.80263700085683,358.36636557029243,B,16.270696326220083,14.807773943642184
4.44351818012186,1,8,2.353785610306596,80.95450839152268,460.28478737277914,A,9.115533806710683,10.913008967668377
5.5550781100204984,3,3,12.125229516755983,85.23330192456771,128.00622260463462,A,8.657836048772038,14.490070306694706
9.327666509502611,5,33,11.223433329131355,40.18595085224855,343.1628960042608,A,7.979163939976733,14.478713869777053
8.815950779057227,4,38,7.481643746955087,32.74903408562315,272.65187840266,A,7.8351613152419946,11.802327960552816
6.5243503138095,2,29,14.962822377225939,22.496985074605014,311.9891262376489,B,11.83546901786524,12.243792882301411
2.3505411251173043,1,11,7.070723211756884,45.589216333633544,237.39358658843267,B,11.85581738621429,7.430874630491702
7.458318976770432,4,13,5.589779539763677,70.42572671938173,405.2325606350748,A,9.490414789974341,12.21477210734546
8.556399851214097,3,29,12.718889565629846,51.80869056294569,334.1233949971942,C,12.782101568325038,12.243940102479131
6.256971189074742,3,21,2.414828384067163,87.46284567160903,202.48045923493686,B,14.627327967143783,12.816164498024527
7.534840451574027,4,11,4.844081701375953,86.4409824680142,155.5317895804096,B,15.329901714910052,14.560887259427766
5.41264843707664,4,21,3.274932967077129,51.68399137804304,415.7791271279285,B,11.709243265891532,11.322488137205733
9.030664145053992,3,13,5.836863862594495,95.38439105578956,210.5744634111822,B,12.576789078945755,14.657989456281136
0.5548212822831959,2,22,9.109153903855704,31.424549539309854,141.50611575027466,A,6.517736375144167,6.8343617391923015
2.874610321775208,4,16,13.879520746262685,99.92976684291833,384.02087740787437,A,13.228234711162964,15.24302602109477
1.3862301548587008,5,27,7.438654435066947,92.19649800637542,85.68846371420096,C,16.741275951585493,16.722893977055975
3.3103289262170925,5,30,9.782866123000874,68.93869476548423,48.62617970464772,B,8.351132245072868,13.183253220490828
6.50222850665835,1,30,5.615083924265341,11.932458971287796,288.96158540496134,B,7.986977702600215,8.105514394585839
2.8961197751908787,2,22,7.385261125661295,53.44714174089772,401.1982671266141,B,7.062554747859915,10.068104567878766
9.0303852877155,2,8,12.817680357023256,32.312841694632546,91.12855832855487,B,9.484705084964215,11.28401846746107
5.696930783347988,5,31,3.763586669072272,11.980841978996292,107.2109875049157,C,9.899091890634839,6.45940358965115
9.800320594160684,5,23,8.96250625221597,58.55701734812767,235.82747392459814,C,14.478112467410218,13.697268960639509
7.430328172197769,2,14,13.959199956355256,27.9354554933974,273.3724968541556,C,10.78577692529556,10.496840010192397
4.4267533687763265,1,11,3.8188604576689085,56.55998303620058,260.4376317935442,B,7.375800387552001,8.130805565133183
8.922656694272785,4,29,3.1577359084722767,38.74037840695285,155.45601029983956,B,13.972700099722928,10.61030446304826
2.8451417621594626,1,12,6.946260133065944,47.64522018173426,423.4159958677352,B,6.136342842722417,7.850426867104439
6.300194172646533,4,28,3.223449339640683,17.43529599747975,427.71638459288766,C,9.539678287044321,6.69676858858859
1.2296289589870044,5,32,13.571311180422601,29.835310748155962,67.43345253869332,B,10.441123956335423,9.57124156819941
5.191233384340823,3,11,11.684160820695377,5.2440150584940115,308.4195454582962,C,10.1102308035657,8.216254435923767
3.4945590050842177,5,10,7.484236444953866,10.389711512903322,223.3817054131455,B,4.578730783713549,6.468697001925726
2.4554914953492983,2,39,10.865836266902026,67.99703630793329,314.48882323520183,B,15.783101661325798,13.714004869444121
9.819780146593223,3,14,14.44886003625743,82.84015316940652,367.4382599265199,B,18.244129769682278,16.564632940576214
1.4000196904037694,3,22,8.500985293382682,8.257842160374551,266.78947873465,B,3.2863005050034113,4.798546441578484
6.072927223694795,1,12,4.669442717651306,58.57652438520823,278.7518124934342,A,4.777743582137606,10.568914924428888
3.2303240715320842,4,32,4.537517394345815,12.563388191293345,163.30695339285572,B,8.652536966953475,7.359598077177804
7.2736357726865375,2,23,12.907475950722475,29.248430264690207,339.9884944885957,A,8.594525131824955,10.093503334377875
5.428961542697685,1,38,11.339410667941907,51.176400557557145,19.619344971277265,A,7.784530294954935,12.430503288496377
6.932646077482589,2,19,3.293312991149982,93.26799923688078,7.681724267535439,A,8.994381840990291,13.767579449549547
4.850052803707179,2,12,4.522796485302142,84.97591744214755,332.21664457582386,B,8.899927462108607,12.174744968859075
7.547161514838635,4,26,3.1040690089333127,1.0444781667369507,95.7365435758396,C,4.2434925633700455,7.968772755142371
0.6197714397697109,4,30,11.446797414863932,39.198433474264306,208.83129136945539,C,11.549500658893491,11.120844254511432
1.1848011919873969,2,36,8.639627414873617,36.72140577273092,390.4241581508623,B,13.391131539085839,8.398423446972746
4.777415338357458,5,9,4.166776089954501,22.314522110507884,314.44624292044114,A,2.2657914125265095,5.388906986722482
1.7654942792979726,2,36,12.428496879019322,90.90894552717,437.7724217759663,B,15.067057971096613,15.220740476659099
2.695268102307714,5,4,5.348494964203224,2.6445601848432365,294.52017709070265,B,2.147379044569207,4.526334950435357
3.376363718583688,2,30,12.555538016059012,79.4316479276838,241.77825245477135,C,12.980906202192932,14.471630018586044
8.7668685596763,5,26,11.133097300419621,20.31702551814333,392.56564316868185,C,10.83571837713695,9.566997003019484
3.521033012232707,2,1,9.691441257823953,73.66839888607119,192.50781743160334,C,10.720045887812448,10.750737815154052
1.8064489693869359,4,37,5.25282046559769,89.16549067402622,215.24322855406004,A,10.772000339298325,17.120406198129473
0.9021776789238818,2,37,9.54918931009154,89.88443420530614,405.5660533756543,B,16.755045064486936,14.672176435817008
9.100557369572853,5,18,9.743015940947569,65.3006722134765,315.4462135531422,C,12.84732981319934,14.930272598035659
6.1126430684202,3,32,5.890505417892515,21.117050685449623,281.6548467383073,C,8.453149809143945,9.823280199483232
0.6743793816018471,5,14,14.291872566737748,11.338589379988505,309.04864358981735,C,6.528588300441817,7.196923537450334
3.7455905705607173,2,36,4.754037967639835,72.50440625769706,428.9398721031271,A,12.323058988989684,14.303737626741649
8.86827221238982,1,37,10.374901203643535,94.68039742199278,275.9741366297908,B,20.07314363878222,15.814214244643493
4.642458830739584,4,15,5.8714621356541965,49.564896916515046,221.38258959716396,C,9.940136037524475,9.69406303849243
